Branch,Weather Event,Named Storm,Date of Weather Event,Year,Appropriation,Line Item/SAG,Line Item/SAG title,Details of Expense,Installation,State,Cost,Latitude,Longitude
USA,Winter Storm,,44012,2022,OMA,131,FSRM,Emergency clean up,Fort Leavenworth,KS,1597679.0,39.3597,-94.9225
ANG,Earthquake,,44025,2022,OMNG,132G76,Restoration,"PN 34FD029: Repairs to interior and exterior structural damage to the JFHQ Building 3650, JBMDL caused by 4.8 mag earthquake.",Joint Base McGuire-Dix-Lakehurst,NJ,4265550.0,40.0156,-74.5917
USAR,High Wind,,44030,2022,OMAR,132,FSRM,50' Tree Uprooted,Baltimore,MD,3639537.0,39.2904,-76.6122
USA,Hurricane (Typhoon),Helene,44036,2022,OMA,132,FSRM,Facility and Infrastructure Damage still under assessment,Fort Jackson,SC,671017.0,34.0166,-80.9398
ANG,Hurricane (Typhoon),Milton,44037,2022,OMNG,132G76,Restoration,"Damaged/unsafe trees, Kitchen Roof top, Electrical System Damages, HVAC Damages",Palmetto Readiness Center,FL,2899208.0,27.5214,-82.5723
USA,Tropical Storm,Cyclone #8,44037,2022,OMA,132,FSRM,"Compelte repairs of perimeter road, OMA Facility Repairs.  IGEs will be provided in FY25 and project repairs will then be seperated by infrastructure",Military Ocean Terminal Sunny Point,NC,3101088.0,33.998,-78.034
USAR,Hurricane (Typhoon),Milton,44039,2022,OMAR,132,FSRM,Repair Interior Water Damage,Tampa,FL,998390.0,27.9506,-82.4572
USA,Hurricane (Typhoon),Milton,44039,2022,NAF,NAF,Unk,Hotel Entry--Landscaping Fallen tree,Shades of Green Resort,FL,1822371.0,28.4094,-81.5916
USAR,Hurricane (Typhoon),Milton,44041,2022,OMAR,132,FSRM,"Repair HVAC, Exterior Storm Water Drainage and Interior Water Damage",Tampa,FL,1832445.0,27.9506,-82.4572
USA,Hurricane (Typhoon),Helene,44047,2022,OMA,NAF,Unk,"Sunshine Road #1 Major Road Settling and Erosion 32.275039, -84.900504",Fort Moore,GA,4086041.0,32.3632,-84.9493
USA,Hurricane (Typhoon),Helene,44047,2022,OPA/AWCF,Unk,Unk,"Facility and Infrastructure Damage Estimates still under development.  Facility Repairs, multiple facilities.  Validation inspection to be scheduled on site for Contractor's ROM submittal of repairs ",Radford Army Ammunition Plant,VA,4220270.0,37.1814,-80.5816
ANG,Hurricane (Typhoon),Milton,44047,2022,OMNG,132G76,Restoration,"Roof, Gutter, Fence Damage",Saint Petersburg Readiness Center,FL,3423301.0,27.7676,-82.6403
USAR,Hurricane (Typhoon),Helene,44051,2022,OMAR,132,FSRM,Repair Roof Leaks and Interior Water Damage,Knoxville,TN,1907561.0,35.9606,-83.9207
USA,Tropical Storm,Cyclone #8,44057,2022,OMA,132,FSRM,Emergency Road Bridge Insepction  ,Military Ocean Terminal Sunny Point,NC,3046965.0,33.998,-78.034
USA,Hurricane (Typhoon),Helene,44060,2022,OMA,132,FSRM,"Sunshine Road #2 Road Settling 32.277592, -84.902506",Fort Moore,GA,2858669.0,32.3632,-84.9493
USAR,Hurricane (Typhoon),Helene,44063,2022,OMAR,132,FSRM,Repair Roof Leaks and Interior Water Damage,Knoxville,TN,2591300.0,35.9606,-83.9207
ANG,Hurricane (Typhoon),Milton,44067,2022,OMNG,132G76,Restoration,"Soffit, air ducts,and  roof top A/C damages.  Clogged Drainage, Erosion, and concrete rupture.",Sarasota Readiness Center,FL,691431.0,27.3412,-82.5283
USA,Hurricane (Typhoon),Milton,44070,2022,NAF,NAF,Unk,Magnolia Old Loading Dock Fence damage,Shades of Green Resort,FL,4290244.0,28.4094,-81.5916
USA,Hurricane (Typhoon),Debby,44073,2022,OMA,132,FSRM,"Tank trails,ranges and bridges",Fort Stewart,GA,1934653.0,31.8691,-81.6096
USA,Tropical Storm,Cyclone #8,44073,2022,OMA,132,FSRM,"Bldg 12 (OMA) - Flooding of 1st Floor to ceiling.  Repair/replace electrical system, HVAC components, Fire Alarm system, other internal facility components",Military Ocean Terminal Sunny Point,NC,1695085.0,33.998,-78.034
USA,Hurricane (Typhoon),Milton,44075,2022,NAF,NAF,Unk,Express Café bus stop area water leak,Shades of Green Resort,FL,4428430.0,28.4094,-81.5916
USA,Thunderstorm Wind,,44077,2022,OMA,132,FSRM,"Roof and window damages, Numerous downed power lines, trees",Fort Leonard Wood,MO,4375081.0,37.7386,-92.1407
USA,Hurricane (Typhoon),Helene,44079,2022,OMA,132,FSRM,Cabin Repair Legion Landing,Fort Eisenhower,GA,4605214.0,33.4166,-82.1637
USA,Hurricane (Typhoon),Helene,44079,2022,OMA,131,Unk,"Emergency Portable Latrines, Loabor, Travel OT, Tree Removal, Debris Clean up due to no water/power",Fort Eisenhower,GA,114160.0,33.4166,-82.1637
USAR,Hurricane (Typhoon),Milton,44080,2022,OMAR,132,FSRM,Repair Exterior Wall and Interior Water Damage,Tampa,FL,749718.0,27.9506,-82.4572
USAR,Hurricane (Typhoon),Milton,44088,2022,OMAR,132,FSRM,"Repair Window Leaks, Roof and Interior Water Damages",MacDill Air Force Base,FL,3134641.0,27.8493,-82.5212
USAR,Hurricane (Typhoon),Milton,44091,2022,OMAR,132,FSRM,Repair Interior Water Damage,Tampa,FL,1168280.0,27.9506,-82.4572
USA,Tropical Storm,Cyclone #8,44094,2022,TWCF,Unk,932,"Repair Interior rail (Tracks 20/21/45A and 46), TWCF infrastructure pepairs to include but not limited to Berms/bldgs/ammo holding pads.  IGE will be provided in FY25 and project repairs will then be seperated by infrastructure.  MISSION ESSENTIAL REPAIRS",Military Ocean Terminal Sunny Point,NC,2919161.0,33.998,-78.034
USAR,Hurricane (Typhoon),Helene,44102,2022,OMAR,132,FSRM,Replace Light Pole Damaged from Hurricane Winds,Miami,FL,329251.0,25.7617,-80.1918
ANG,Hurricane (Typhoon),Helene,44105,2022,OMNG,132G76,Restoration,"PN 12224127: Replace roofing for 37,600 SF on Readiness Center. Assess and repair damages with scheduling to perform temporary roof repairs. Repair of multiple leaks near roof drains, replacement of components for permanent repair of roof or restored back to 20 year life cycle.",Tallahassee Readiness Center Field Maintenance Shop 13,FL,760204.0,30.4358,-84.2841
USAR,Hurricane (Typhoon),Helene,44107,2022,OMAR,132,FSRM,Repair Roof,Lexington,KY,2369378.0,38.0406,-84.5037
USA,Hurricane (Typhoon),Debby,44107,2022,OMA,132,FSRM,Repair Perimter Road Bridge ,Hunter Army Airfield,GA,2170941.0,32.0146,-81.1457
USAR,Hurricane (Typhoon),Helene,44108,2022,OMAR,132,FSRM,Replace Light Pole Damaged from Hurricane Winds,St. Petersburg,FL,1710448.0,27.7676,-82.6403
USA,Tropical Storm,Cyclone #8,44112,2022,TWCF,Unk,932,Emergency PTC8 Tressel Rail Bridge inspections - to ensure there is no underwater dammage to bridges MISSION ESSENTIAL,Military Ocean Terminal Sunny Point,NC,3549736.0,33.998,-78.034
USA,Heavy Rain,,44115,2022,OMA,132,FSRM,Power outages,Presidio of Monterey,CA,1519495.0,36.6138,-121.8223
USA,Hurricane (Typhoon),Helene,44122,2022,OMA,132,FSRM,"Vibbert Ave: Failed Storm Drain 32.363269, -84.976283",Fort Moore,GA,163262.0,32.3632,-84.9493
ANG,Thunderstorm Wind,,44123,2022,OMNG,132G76,Restoration,"PNs 5424037 / 542438: EF1 Tornadic Winds damaged both Dunbar Armory and Eleanor CSM. Repair or replace damaged drywall, water damage to doors and roof. ",Eleanor / Dunbar,WV,1018621.0,38.5351,-81.8196
USA,Winter Storm,,44126,2022,OMA,132,FSRM,Winter Storm,Fort Riley,KS,1411206.0,39.0872,-96.8136
USA,Hurricane (Typhoon),Milton,44127,2022,NAF,NAF,Unk,Hotel - carpet damage / water leaks throughout,Shades of Green Resort,FL,1752851.0,28.4094,-81.5916
USA,Winter Storm,,44127,2022,OMA,132,FSRM,Winter Storm,Fort Riley,KS,3437555.0,39.0872,-96.8136
USAR,Thunderstorm Wind,,44130,2022,OMAR,132,FSRM,Cooling system damage (Lightning Strike),St. Petersburg,FL,4648462.0,27.7676,-82.6403
USAR,Hurricane (Typhoon),Helene,44135,2022,OMAR,132,FSRM,Remove Tree,Aiken,SC,828189.0,33.5604,-81.7196
USA,Hurricane (Typhoon),Milton,44135,2022,NAF,NAF,Unk,Banquets Area Fence damage,Shades of Green Resort,FL,958330.0,28.4094,-81.5916
ANG,Hurricane (Typhoon),Milton,44148,2022,OMNG,132G76,Restoration,Rain Gutter Damages,Bradenton Readiness Center,FL,3362722.0,27.498928,-82.574821
USA,Strong Wind,,44154,2022,OMA,132,FSRM,"Wind storm:  Multiple bldgs, roof repairs, gutters, fascia",Fort Leavenworth,KS,1113158.0,39.3597,-94.9225
USA,Tropical Storm,Cyclone #8,44161,2022,OMA,132,FSRM,"Bldg 12 (OMA) - Flooding of 1st Floor to ceiling.  Repair/replace electrical system, HVAC components, Fire Alarm system, other internal facility components",Military Ocean Terminal Sunny Point,NC,358511.0,33.998,-78.034
USAR,Hurricane (Typhoon),Helene,44164,2022,OMAR,132,FSRM,Repair Roof Leaks and Interior Water Damage,Fort Knox,KY,1316323.0,37.9161,-85.9565
USA,Hurricane (Typhoon),Milton,44165,2022,NAF,NAF,Unk,Palm BOH (back off house) Mail Room roof leak,Shades of Green Resort,FL,4607038.0,28.4094,-81.5916
USA,Hurricane (Typhoon),Helene,44168,2022,OMA,131,Unk,Repair Roof & Gutters - Relocatable facilities,Fort Stewart,GA,4553266.0,31.8691,-81.6096
ANG,Hurricane (Typhoon),Milton,44169,2022,OMNG,132G76,Restoration,Roof Leaks,DeLand Readiness Center,FL,3760946.0,29.028318,-81.303116
USAR,Hurricane (Typhoon),Helene,44173,2022,OMAR,132,FSRM,Repair Roof,Lexington,KY,4359789.0,38.0406,-84.5037
ANG,Hurricane (Typhoon),Milton,44175,2022,OMNG,132G76,Restoration,Rain Gutter Damages,Bradenton Readiness Center,FL,2256455.0,27.498928,-82.574821
USA,Hurricane (Typhoon),Helene,44176,2022,OMA,131,Unk,"Emergency Portable Latrines, Loabor, Travel OT, Tree Removal, Debris Clean up due to no water/power",Fort Eisenhower,GA,3822115.0,33.4166,-82.1637
USA,Hurricane (Typhoon),Debby,44187,2022,OMA,132,FSRM,"Tank trails,ranges and bridges",Fort Stewart,GA,3033030.0,31.8691,-81.6096
ANG,Hail,,44193,2022,OMNG,132G76,Restoration,PN 5240018: Repairs to roof and interior due to extensive hail and water damage. ,Harrisburg,AR,1193246.0,35.5648,-90.7176
USA,Hurricane (Typhoon),Debby,43832,2023,OMA,132,FSRM,"Tank trails,ranges and bridges",Fort Stewart,GA,1051505.0,31.8691,-81.6096
USAR,Thunderstorm Wind,,43835,2023,OMAR,132,FSRM,Fence damage due to fallen tree,Athens,GA,1917615.0,33.9519,-83.3576
USAR,Hurricane (Typhoon),Helene,43835,2023,OMAR,132,FSRM,Repair Roof Leaks and Interior Water Damage,Fort Knox,KY,2148888.0,37.9161,-85.9565
USAR,Hurricane (Typhoon),Helene,43835,2023,OMAR,132,FSRM,Repair Roof Leaks and Interior Water Damage,Greenville,SC,1525907.0,34.8526,-82.394
ANG,Hurricane (Typhoon),Helene,43849,2023,OMNG,132G76,Restoration,"PN 372025010  consists of repair/restoration as a result of facility damage from Hurricane Helene. The AON will repair and restore the roof, flashing, gutters, and windows as a result of hurricane force winds and heavy rain. It will repair and restore the fencing, POV parking and entry road due to heavy winds and erosion. There will be an abatement of hazardous materials, as needed.",Jefferson Readiness Center,NC,2778173.0,36.4201,-81.4737
ANG,Hurricane (Typhoon),Beryl,43851,2023,OMNG,132G76,Restoration,"PN  48240100 / 48240200: Heavy wind and heavy rains caused wind and water damage impacting the roof, flooring, ceiling, lighting,flashing, windows, doors, finishings, and HVAC of the Ellington Field AASF Hangerand Readiness Center, and the roof, flooring, ceiling, lighting,windows, doors, and finishings of the Angleton Readiness Center",Ellington Field / Angleton,TX,942387.0,29.6073,-95.1588
ANG,High Wind,,43852,2023,OMNG,132G76,Restoration,"PN 09A4524002: Roof Replacement for the Main Hangar Building 320 located at Connecticut’s AVCRAD in Groton, Connecticut as a result of high winds.",Groton,CT,245564.0,41.3498,-72.0791
USA,Hurricane (Typhoon),Helene,43853,2023,OMA,131,Unk,Repair Roof & Gutters - Relocatable facilities,Fort Stewart,GA,274871.0,31.8691,-81.6096
USAR,Hurricane (Typhoon),Helene,43857,2023,OMAR,132,FSRM,Repair Roof and Interior Water Damage,Tampa,FL,2302205.0,27.9506,-82.4572
ANG,Hurricane (Typhoon),Helene,43866,2023,OMNG,132G76,Restoration,"PN 372025011 consists of repair and/or restoration of site damage by Hurricane Helene.  Components include repair/resturation of site repairs of erosion and drainage systems due to erosion and any other repairs that must conform to current State code and NCNG standards for life, health and safety. ",Newton Readiness Center,NC,2809318.0,35.669,-81.2217
ANG,Hurricane (Typhoon),Helene,43868,2023,OMNG,132G76,Restoration,"PN 372025009 consists of repair and/or replacement of building systems and components damaged by Hurricane Francine. Components include repair of the building envelope and MEP systems that sustained water/wind damage; including removal of asbestos and lead containing materials, refinishing of interior walls and flooring; site repairs of erosion and drainage systems, possible structural damage due to erosion and any other repairs that must conform to current State code and NCNG standards for life, health and safety.",Boone Readiness Center,NC,1910057.0,36.2168,-81.6746
USA,Strong Wind,,43868,2023,OMA,132,FSRM,"Wind storm:  Multiple bldgs, roof repairs, gutters, fascia",Fort Leavenworth,KS,4103936.0,39.3597,-94.9225
USA,Tropical Storm,Cyclone #8,43869,2023,OMA,132,FSRM,Emergency Center Wharf Entrance Repair - storm water undermined N entrance to CW.  Repair required for MISSION.  MISSION ESSENTIAL REPAIR,Military Ocean Terminal Sunny Point,NC,2523866.0,33.998,-78.034
USAR,Hurricane (Typhoon),Milton,43872,2023,OMAR,132,FSRM,Replace Exterior Windows,Orlando,FL,3306369.0,28.5383,-81.3792
USA,Hurricane (Typhoon),Milton,43878,2023,NAF,NAF,Unk,Magnolia Old Loading Dock Fence damage,Shades of Green Resort,FL,3699156.0,28.4094,-81.5916
ANG,Hurricane (Typhoon),Beryl,43882,2023,OMNG,132G76,Restoration,"PN  48240100 / 48240200: Heavy wind and heavy rains caused wind and water damage impacting the roof, flooring, ceiling, lighting,flashing, windows, doors, finishings, and HVAC of the Ellington Field AASF Hangerand Readiness Center, and the roof, flooring, ceiling, lighting,windows, doors, and finishings of the Angleton Readiness Center",Ellington Field / Angleton,TX,2799811.0,29.6073,-95.1588
USA,Hurricane (Typhoon),Milton,43883,2023,NAF,NAF,Unk,Palm BOH (back off house) Contracting Office water leak,Shades of Green Resort,FL,399319.0,28.4094,-81.5916
USA,Hurricane (Typhoon),Milton,43884,2023,NAF,NAF,Unk,Express Café bus stop area water leak,Shades of Green Resort,FL,1896657.0,28.4094,-81.5916
USA,Hurricane (Typhoon),Debby,43885,2023,OMA,132,FSRM,Miscellaneous Demand Maintenance Orders - 54 total,Hunter Army Airfield,GA,883909.0,32.0146,-81.1457
USAR,Hurricane (Typhoon),Milton,43888,2023,OMAR,132,FSRM,"Repair Window Leaks, Roof and Interior Water Damages",MacDill Air Force Base,FL,1505770.0,27.8493,-82.5212
USAR,Thunderstorm Wind,,43890,2023,OMAR,132,FSRM,Cooling system damage (Lightning Strike),St. Petersburg,FL,2855327.0,27.7676,-82.6403
USAR,Thunderstorm Wind,,43896,2023,OMAR,132,FSRM,Cooling system damage (Lightning Strike),St. Petersburg,FL,3989148.0,27.7676,-82.6403
USAR,Winter Storm,,43897,2023,OMAR,132,FSRM,Hatch coverings on roof damaged by heavy winds,Narragansett,RI,1522691.0,41.4501,-71.4495
USA,Strong Wind,,43898,2023,OMA,132,FSRM,"Wind storm:  Multiple bldgs, roof repairs, gutters, fascia",Fort Riley,KS,4498246.0,39.0872,-96.8136
USA,Hurricane (Typhoon),Helene,43898,2023,OMA,132,FSRM,Cabin Repair Legion Landing,Fort Eisenhower,GA,4262512.0,33.4166,-82.1637
USA,Tropical Storm,Cyclone #8,43899,2023,OMA,132,FSRM,"Bldg 12 (OMA) - Flooding of 1st Floor to ceiling.  Repair/replace electrical system, HVAC components, Fire Alarm system, other internal facility components",Military Ocean Terminal Sunny Point,NC,4100694.0,33.998,-78.034
USA,Tropical Storm,Cyclone #8,43906,2023,OMA,132,FSRM,"Bldg 12 (OMA) - Flooding of 1st Floor to ceiling.  Repair/replace electrical system, HVAC components, Fire Alarm system, other internal facility components",Military Ocean Terminal Sunny Point,NC,1815871.0,33.998,-78.034
USAR,Hurricane (Typhoon),Helene,43907,2023,OMAR,132,FSRM,Replace Roof and  Repair Interior Water Damage,Fort Jackson,SC,4161355.0,34.0166,-80.9398
USA,Hurricane (Typhoon),Helene,43910,2023,OMA,131,Unk,"Labor, OT  and Travel for DAC Deployed to FEGA. ",Fort Novosel,AL,937171.0,31.3378,-85.711
USA,Hurricane (Typhoon),Milton,43910,2023,NAF,NAF,Unk,Hotel Landscaping--North West side Fallen trees,Shades of Green Resort,FL,2062986.0,28.4094,-81.5916
USAR,Hurricane (Typhoon),Helene,43911,2023,OMAR,132,FSRM,Remove Tree,Aiken,SC,1731695.0,33.5604,-81.7196
USA,Thunderstorm Wind,,43913,2023,OMA,132,FSRM,"Roof and window damages, Numerous downed power lines, trees",Fort Leonard Wood,MO,788401.0,37.7386,-92.1407
USA,Hurricane (Typhoon),Milton,43935,2023,NAF,NAF,Unk,Palm Wing Elevator Damage,Shades of Green Resort,FL,3554614.0,28.4094,-81.5916
ANG,High Wind,,43935,2023,OMNG,132G76,Restoration,PN 467114: High winds; roof section of area 4 on the CSMS 1 shop has 2 large rips in the membrane and multiple smaller rips around mechanical equipment.,Mitchell,SD,894470.0,43.7094,-98.0298
USA,Winter Storm,,43938,2023,OMA,132,FSRM,Real property facilities (35) affected from freezing temperature,Fort Leavenworth,KS,2266654.0,39.3597,-94.9225
USAR,Hurricane (Typhoon),Helene,43938,2023,OMAR,132,FSRM,Replace Roof and  Repair Interior Water Damage,Fort Jackson,SC,2568144.0,34.0166,-80.9398
USA,Hurricane (Typhoon),Helene,43940,2023,OMA,131,Unk,"Labor, OT  and Travel for DAC Deployed to FEGA. ",Fort Novosel,AL,1016280.0,31.3378,-85.711
USA,Hurricane (Typhoon),Debby,43952,2023,OMA,132,FSRM,Repair Perimter Road Bridge ,Hunter Army Airfield,GA,1484779.0,32.0146,-81.1457
USA,Hurricane (Typhoon),Helene,43953,2023,OMA,131,Unk,Replace LMR Tower,Fort Stewart,GA,1112361.0,31.8691,-81.6096
ANG,High Wind,,43956,2023,OMNG,132G76,Restoration,"PN 09A4524002: Roof Replacement for the Main Hangar Building 320 located at Connecticut’s AVCRAD in Groton, Connecticut as a result of high winds.",Groton,CT,4481331.0,41.3498,-72.0791
USA,Tropical Storm,Cyclone #8,43958,2023,TWCF,Unk,932,Emergency PTC8 Mainline Rail Repairs - Permenent repairs to bring Mainline operational within 30 days to support MISSION:  MISSION ESSENTIAL REPAIR,Military Ocean Terminal Sunny Point,NC,4548749.0,33.998,-78.034
USA,Tropical Storm,Cyclone #8,43959,2023,OMA,132,FSRM,Emergency Perimeter Road and Security Fencing - FY24 repairs secure perimeter fence and fix 5 areas on road to allow vehical passage. TERMINAL SECURITY REPAIR,Military Ocean Terminal Sunny Point,NC,608040.0,33.998,-78.034
USAR,Hurricane (Typhoon),Milton,43964,2023,OMAR,132,FSRM,"Repair HVAC, Exterior Storm Water Drainage and Interior Water Damage",Tampa,FL,3460231.0,27.9506,-82.4572
USA,Hurricane (Typhoon),Milton,43965,2023,NAF,NAF,Unk,Hotel Landscaping--North West side Fallen trees,Shades of Green Resort,FL,3217523.0,28.4094,-81.5916
USAR,Hurricane (Typhoon),Helene,43966,2023,OMAR,132,FSRM,Replace Roof and  Repair Interior Water Damage,Fort Jackson,SC,2899337.0,34.0166,-80.9398
USA,Tropical Storm,Cyclone #8,43966,2023,OMA,132,FSRM,Emergency Center Wharf Entrance Repair - storm water undermined N entrance to CW.  Repair required for MISSION.  MISSION ESSENTIAL REPAIR,Military Ocean Terminal Sunny Point,NC,445277.0,33.998,-78.034
USA,Tropical Storm,Cyclone #8,43966,2023,OMA,132,FSRM,"Compelte repairs of perimeter road, OMA Facility Repairs.  IGEs will be provided in FY25 and project repairs will then be seperated by infrastructure",Military Ocean Terminal Sunny Point,NC,4783046.0,33.998,-78.034
USAR,High Wind,,43966,2023,OMAR,132,FSRM,50' Tree Uprooted,Baltimore,MD,1696005.0,39.2904,-76.6122
USAR,Hurricane (Typhoon),Helene,43970,2023,OMAR,132,FSRM,Replace Roof and  Repair Interior Water Damage,Charleston,SC,4313207.0,32.7765,-79.9311
ANG,Hail,,43972,2023,OMNG,132G76,Restoration,PN 5240018: Repairs to roof and interior due to extensive hail and water damage. ,Harrisburg,AR,1832076.0,35.5648,-90.7176
USAR,Hurricane (Typhoon),Helene,43975,2023,OMAR,132,FSRM,Replace Light Pole Damaged from Hurricane Winds,St. Petersburg,FL,509554.0,27.7676,-82.6403
USA,Hurricane (Typhoon),Milton,43976,2023,NAF,NAF,Unk,Palm Wing Elevator Damage,Shades of Green Resort,FL,1901302.0,28.4094,-81.5916
USAR,Winter Storm,,43984,2023,OMAR,132,FSRM,Hatch coverings on roof damaged by heavy winds,Narragansett,RI,2351108.0,41.4501,-71.4495
USAR,Thunderstorm Wind,,43984,2023,OMAR,132,FSRM,Fence damage due to fallen tree,Athens,GA,1779119.0,33.9519,-83.3576
ANG,Hurricane (Typhoon),Milton,43985,2023,OMNG,132G76,Restoration,Roof Leaks,Bradenton Readiness Center,FL,3565962.0,27.498928,-82.574821
USAR,Hurricane (Typhoon),Milton,43988,2023,OMAR,132,FSRM,"Repair HVAC, Exterior Storm Water Drainage and Interior Water Damage",Tampa,FL,2986972.0,27.9506,-82.4572
USAR,Winter Storm,,43991,2023,OMAR,132,FSRM,Hatch coverings on roof damaged by heavy winds,Narragansett,RI,1844752.0,41.4501,-71.4495
ANG,Hurricane (Typhoon),Helene,43992,2023,OMNG,132G76,Restoration,"PN 12224129: Analyze, assess, repair and replace multiple components throughout the facility. North wing: 8,016 SF of steep sloped metal (RSL 7); South Wing - 3,609 SF steep slope formed metal (RSL20). Scope of work requires assessment and repairs on North Wing and South Wing roof along with replacement of wet ceiling tiles",Tampa Readiness Center Field Maintenance Shop 4,FL,471881.0,27.9713,-82.4454
USA,Hurricane (Typhoon),Helene,43992,2023,OMA,121,Unk,"Labor,Travel, OT",Fort Eisenhower,GA,3167258.0,33.4166,-82.1637
USAR,Hurricane (Typhoon),Milton,44001,2023,OMAR,132,FSRM,Repair Interior Water Damage,Tampa,FL,4866927.0,27.9506,-82.4572
USA,Hurricane (Typhoon),Milton,44006,2023,NAF,NAF,Unk,Palm BOH (back off house) Contracting Office water leak,Shades of Green Resort,FL,988565.0,28.4094,-81.5916
USA,Hurricane (Typhoon),Helene,44009,2023,OPA/AWCF,Unk,Unk,"Facility and Infrastructure Damage Estimates still under development.  Facility Repairs, multiple facilities.  Validation inspection to be scheduled on site for Contractor's ROM submittal of repairs ",Radford Army Ammunition Plant,VA,3286409.0,37.1814,-80.5816
USA,Hurricane (Typhoon),Debby,44012,2023,OMA,132,FSRM,Miscellaneous Demand Maintenance Orders - 54 total,Hunter Army Airfield,GA,1509075.0,32.0146,-81.1457
USAR,Tropical Storm,Debby,44014,2023,OMAR,132,FSRM,Flooding and fallen tree,Lodi,NJ,3124499.0,40.8823,-74.0832
ANG,Hurricane (Typhoon),Helene,44017,2023,OMNG,132G76,Restoration,"PN 372025009 consists of repair and/or replacement of building systems and components damaged by Hurricane Francine. Components include repair of the building envelope and MEP systems that sustained water/wind damage; including removal of asbestos and lead containing materials, refinishing of interior walls and flooring; site repairs of erosion and drainage systems, possible structural damage due to erosion and any other repairs that must conform to current State code and NCNG standards for life, health and safety.",Boone Readiness Center,NC,218088.0,36.2168,-81.6746
USAR,Hurricane (Typhoon),Helene,44020,2023,OMAR,132,FSRM,Repair Roof Leaks and Interior Water Damage,Knoxville,TN,4329783.0,35.9606,-83.9207
USA,Hurricane (Typhoon),Helene,44020,2023,OMA,131,Unk,Replace LMR Tower,Fort Stewart,GA,594646.0,31.8691,-81.6096
USA,Hurricane (Typhoon),Helene,44033,2023,OMA,131,Unk,Replace tower Morgans Bridge,Fort Stewart,GA,4336485.0,31.8691,-81.6096
USA,Hurricane (Typhoon),Milton,44039,2023,NAF,NAF,Unk,Express Café bus stop area water leak,Shades of Green Resort,FL,4279001.0,28.4094,-81.5916
USAR,Hurricane (Typhoon),Milton,44045,2023,OMAR,132,FSRM,Repair Interior Water Damage,Tampa,FL,3542653.0,27.9506,-82.4572
USAR,Hurricane (Typhoon),Helene,44047,2023,OMAR,132,FSRM,Repair Roof Leaks and Interior Water Damage,Fort Knox,KY,2581765.0,37.9161,-85.9565
USA,High Surf,,44049,2023,RDT&E,DW7,QRPA,Roi-Namur Island,Kwajalein,MH,4601486.0,9.1898,167.4243
USAR,Hurricane (Typhoon),Helene,44051,2023,OMAR,132,FSRM,Replace Roof and  Repair Interior Water Damage,Fort Jackson,SC,1127031.0,34.0166,-80.9398
USAR,Winter Storm,,44055,2023,OMAR,132,FSRM,Hatch coverings on roof damaged by heavy winds,Narragansett,RI,4791107.0,41.4501,-71.4495
USA,Hurricane (Typhoon),Debby,44057,2023,OMA,132,FSRM,Miscellaneous Demand Maintenance Orders - 54 total,Hunter Army Airfield,GA,440452.0,32.0146,-81.1457
ANG,High Wind,,44065,2023,OMNG,132G76,Restoration,PN 467114: High winds; roof section of area 4 on the CSMS 1 shop has 2 large rips in the membrane and multiple smaller rips around mechanical equipment.,Mitchell,SD,1777314.0,43.7094,-98.0298
USAR,Hurricane (Typhoon),Helene,44065,2023,OMAR,132,FSRM,Repair Roof,Fort Thomas,KY,789298.0,39.0789,-84.4477
USAR,Hurricane (Typhoon),Helene,44081,2023,OMAR,132,FSRM,Remove Tree,Aiken,SC,4318598.0,33.5604,-81.7196
USA,Hurricane (Typhoon),Milton,44089,2023,NAF,NAF,Unk,Magnolia Old Loading Dock Fence damage,Shades of Green Resort,FL,2479457.0,28.4094,-81.5916
USAR,Hurricane (Typhoon),Helene,44090,2023,OMAR,132,FSRM,Repair Roof Leaks and Interior Water Damage,Fort Knox,KY,628097.0,37.9161,-85.9565
USA,Hurricane (Typhoon),Milton,44098,2023,NAF,NAF,Unk,Palm BOH (back off house) Mail Room roof leak,Shades of Green Resort,FL,3286825.0,28.4094,-81.5916
USA,Tropical Storm,Cyclone #8,44101,2023,OMA,132,FSRM,"Bldg 12 (OMA) - Flooding of 1st Floor to ceiling.  Repair/replace electrical system, HVAC components, Fire Alarm system, other internal facility components",Military Ocean Terminal Sunny Point,NC,2054054.0,33.998,-78.034
ANG,Hurricane (Typhoon),Milton,44106,2023,OMNG,132G76,Restoration,"Roof, Gutter, Fence Damage",Saint Petersburg Readiness Center,FL,1503445.0,27.7676,-82.6403
USA,Hurricane (Typhoon),Milton,44109,2023,NAF,NAF,Unk,Palm Wing wet carpet (various),Shades of Green Resort,FL,2433124.0,28.4094,-81.5916
USAR,Hurricane (Typhoon),Helene,44110,2023,OMAR,132,FSRM,Remove Tree,Aiken,SC,2504423.0,33.5604,-81.7196
USA,Hurricane (Typhoon),Debby,44113,2023,OMA,132,FSRM,Repair Perimter Road Bridge ,Hunter Army Airfield,GA,4339302.0,32.0146,-81.1457
USA,Hurricane (Typhoon),Milton,44113,2023,NAF,NAF,Unk,Hotel - carpet damage / water leaks throughout,Shades of Green Resort,FL,1717409.0,28.4094,-81.5916
USAR,Hurricane (Typhoon),Helene,44114,2023,OMAR,132,FSRM,Remove Tree and Repair Fence,Lumberton,NC,4788706.0,34.6182,-79.0086
